gt,prompt
不實廣告,請用一個詞回答，什麼被定義為'指廣告中的信息或者承諾與實際商品或服務的性能，效果等存在誤導消費者的不真實情況'？
零碼,請用一個詞回答，什麼被定義為'指某一款商品的某一或幾個尺碼或顏色等規格已經售罄，無法提供完整規格選擇的商品'？
中盤商/中盤,請用一個詞回答，什麼被定義為'在生産商和消費者之間進行商品或服務買賣的個人或公司，他們購買大量商品並將其分銷給零售商或直接給消費者'？
不二價,請用一個詞回答，什麼被定義為'説出或標出的商品價格不變，不討價還價'？
保存期限,請用一個詞回答，什麼被定義為'指在規定的儲存條件下，産品能保持其應有品質的時間期限'？
保固,請用一個詞回答，什麼被定義為'指廠商或銷售商對其出售的産品在一定期限內出現質量問題，承諾免費維修或更換的服務承諾'？
網路購物,請用一個詞回答，什麼被定義為'通過互聯網使用電子支付方式購買商品或服務的活動'？
自動販賣機,請用一個詞回答，什麼被定義為'一種無需人工操作，通過投幣，刷卡等方式自動出售商品的機器'？
連身裙,請用一個詞回答，什麼被定義為'一種女性服裝，從肩部或頸部一直延伸到腿部的一件式裙子'？
褲裙,請用一個詞回答，什麼被定義為'一種結合了裙子和褲子兩種設計的服裝，看起來像裙子，但實際上有褲腿'？
蝴蝶䄂,請用一個詞回答，什麼被定義為'一種設計寬鬆，袖子和身體部分連在一起，形狀像蝙蝠翅膀的上衣'？
衛生褲,請用一個詞回答，什麼被定義為'一種在秋冬季節穿着的，用以保暖的內褲'？
衛生衣,請用一個詞回答，什麼被定義為'在秋季穿的，用於保暖的內衣'？
熱褲,請用一個詞回答，什麼被定義為'一種緊貼身體，長度通常在大腿中部或以上的短褲'？
楔型鞋,請用一個詞回答，什麼被定義為'鞋底前低後高，呈坡狀'？
綠花椰菜,請用一個詞回答，什麼被定義為'一種常見的蔬菜，其綠色的花朵和莖部都可以食用，富含多種營養素'？
太白粉,請用一個詞回答，什麼被定義為'一種由植物細胞製造並儲存的多糖，主要用作能量儲存物質'？
鳳梨,請用一個詞回答，什麼被定義為'一種原産勒南美洲巴西、巴拉圭個亞馬遜河流域一帶個熱帶水果，乃朝已勒熱帶地區廣泛種植'？
芭樂,請用一個詞回答，什麼被定義為'一種熱帶水果，其果實內含有大量的小顆粒，每個顆粒都包裹在透明的果肉中'？
柳橙,請用一個詞回答，什麼被定義為'一種常見的柑橘類水果，呈圓形，外皮爲橙色'？
羊大骨,請用一個詞回答，什麼被定義為'指羊的脊椎骨和附着在上麵的肉，是一種常見的烹飪食材，尤其在燒烤和火鍋中很受歡迎'？
鮭魚,請用一個詞回答，什麼被定義為'對漁業有很高商業價值的數種鮭形目鮭科鮭亞科的廣鹽性條鰭魚的通稱'？
鮪魚,請用一個詞回答，什麼被定義為'一種海水魚類，屬於鯖科下面的金槍魚族'？
蚵仔,請用一個詞回答，什麼被定義為'一種生活在海洋或淡水中的貝殼類動物，以其肉質鮮美和能夠産生珍珠而聞名'？
數位電視,請用一個詞回答，什麼被定義為'一種使用數字信號進行廣播的電視技術，提供了比傳統模擬電視更高的畫質和聲音質量'？
錄影機,請用一個詞回答，什麼被定義為'用來將電視影像和聲音記錄下來，並加以重新播放出的機器'？
數位相機,請用一個詞回答，什麼被定義為'一種利用電子感測器把光學影像轉換成電子數據的照相機'？
衛生棉,請用一個詞回答，什麼被定義為'婦女經期使用的衛生用品'？
衛生套/保險套,請用一個詞回答，什麼被定義為'一種護套形的屏障器具，主要應用於性交過程中，用以減低感染性傳播疾病和女性懷孕的風險'？
原子筆,請用一個詞回答，什麼被定義為'現代的一種書寫工具，利用筆桿末端的一顆走珠來分配墨水，使書寫者不用像在使用鋼筆一樣時常抽墨水補充'？
OK繃,請用一個詞回答，什麼被定義為'一種小型簡易的醫護用品，常使用在一些較小的傷口上，具有止血作用'？
三温暖,請用一個詞回答，什麼被定義為'指在封閉房間內用蒸氣或乾熱對人體理療的過程，使人大量出汗'？
影本/複印品,請用一個詞回答，什麼被定義為'通過複印機復制原始文件或圖片所得到的副本'？
陸胞證,請用一個詞回答，什麼被定義為'大陸居民往來臺灣陸胞證的簡稱'？
等待線,請用一個詞回答，什麼被定義為'距離營業窗又或櫃臺前一米遠的地面上畫出的橫線'？
空服人員,請用一個詞回答，什麼被定義為'在飛機上負責為乘客提供服務和確保飛行安全的工作人員'？
機場巴士,請用一個詞回答，什麼被定義為'往返市內與機場的接送旅客的專用客車'？
空中巴士,請用一個詞回答，什麼被定義為'一家總部位於歐洲的全球領先的飛機製造公司'？
電聯車/電車組,請用一個詞回答，什麼被定義為'時速在200~250公里的鐵路線路'？
平快車,請用一個詞回答，什麼被定義為'車次沒有用字母表示類別'？
鐵路警察,請用一個詞回答，什麼被定義為'火車上負責治安保衛工作的警察'？
路警,請用一個詞回答，什麼被定義為'負責鐵路安全保衛工作的警察'？
磁浮列車,請用一個詞回答，什麼被定義為'利用電磁作用力，在軌道上方懸浮、高速前進的列車'？
旅客資訊中心,請用一個詞回答，什麼被定義為'爲旅客提供旅行信息建議和幫助的服務設施'？
月臺,請用一個詞回答，什麼被定義為'供乘客上下車或等待交通工具的地方，常見於火車站、公交站'？
月臺票,請用一個詞回答，什麼被定義為'一種讓持票者有權在火車站的站臺上接送乘客但不乘坐火車的票'？
捷運,請用一個詞回答，什麼被定義為'一種在地下或地面上運行的城市公共交通工具'？
月臺門,請用一個詞回答，什麼被定義為'月臺門是一種用於阻擋電磁波傳播的特殊門。'？
轉運站,請用一個詞回答，什麼被定義為'指在運輸過程中，貨物或者人員需要暫時停留，更換交通工具或者方向的地方'？
巴士轉運站,請用一個詞回答，什麼被定義為'一個集中了多條公交線路的交通節點，乘客可以在此站點換乘不同的公交線路'？
大衆運輸,請用一個詞回答，什麼被定義為'指由政府或私人公司提供的，供公衆使用的大衆運輸服務，如公交車'？
公車,請用一個詞回答，什麼被定義為'一種公共交通工具，主要用於城市內部或城市之間的乘客運輸'？
車掌,請用一個詞回答，什麼被定義為'在電影院、火車站、公交站等地方負責售賣票據的工作人員'？
博愛座,請用一個詞回答，什麼被定義為'公共交通工具上爲有需要的乘客群體如老人、兒童、病人劃定的座位'？
交流道,請用一個詞回答，什麼被定義為'一種交通樞紐設施，通過設置不同層級的橋梁使得交叉的道路能夠互不幹擾地交通'？
平交道,請用一個詞回答，什麼被定義為'鐵路和平面道路交叉的地方'？
圓環,請用一個詞回答，什麼被定義為'指交叉路口中間分流車輛的環形島'？
交通錐,請用一個詞回答，什麼被定義為'一種用於警告和指示的安全設施，通常在道路施工，交通管製等場所使用'？
紐澤西護欄,請用一個詞回答，什麼被定義為'設置在道路中間或兩側，用於隔離車道，保護行人和非機動車輛安全的交通設施'？
尖峰畤刻,請用一個詞回答，什麼被定義為'指在一定時間周期內相關服務的使用頻率極高，以至於出現擁塞或服務質量降低的一段時間'？
計程車,請用一個詞回答，什麼被定義為'一種提供有償載客服務的公共交通工具'？
搭計程車,請用一個詞回答，什麼被定義為'通常指打出租车'？
起跳價,請用一個詞回答，什麼被定義為'指服務或商品的最低收費標準，即無論服務或商品的使用量如何，都需要支付的最低費用'？
交通車,請用一個詞回答，什麼被定義為'指按照固定的時間和路線運行，用於接送員工，學生等特定群體的交通工具'？
箱型車,請用一個詞回答，什麼被定義為'一種中小型的，通常用於運輸貨物或者人員的封閉式汽車'？
義警,請用一個詞回答，什麼被定義為'協助公安工作的警務輔助人員'？
客運汽車,請用一個詞回答，什麼被定義為'一種設計用於長距離旅行的大型公共交通工具'？
家庭車,請用一個詞回答，什麼被定義為'個人或家庭擁有並用於個人或家庭出行的汽車'？
白牌車,請用一個詞回答，什麼被定義為'指未經過正規注冊或未取得合法營運許可，私自從事載客或貨運活動的非法出租車'？
露營車,請用一個詞回答，什麼被定義為'一種具有居家必備基本設施的汽車，俗稱“車輪上的家”'？
聯結车,請用一個詞回答，什麼被定義為'一種沒有動力，需要由汽車或其他動力車輛牽引的車輛'？
腳踏車,請用一個詞回答，什麼被定義為'一種有兩個輪子，由人力腳踏驅動的交通工具'？
越野車,請用一個詞回答，什麼被定義為'一種特殊設計用於山地騎行的自行車，具有強大的越野能力和耐用性'？
機車,請用一個詞回答，什麼被定義為'一種兩輪或三輪的機動車輛，主要用於個人或小型貨物的運輸'？
速可達,請用一個詞回答，什麼被定義為'一種結合了自行車踏板和摩托車動力系統的交通工具'？
行車距離,請用一個詞回答，什麼被定義為'指一輛車與前方車輛的距離'？
交通堵塞,請用一個詞回答，什麼被定義為'指由於車輛過多或道路狀況不佳，導緻車輛無法正常，順暢地行駛的情況'？
追撞,請用一個詞回答，什麼被定義為'指一輛車在行駛過程中，由於距離前車過近或反應不及，撞上前車的尾部的交通事故'？
酒測器,請用一個詞回答，什麼被定義為'一種用於檢測人體呼出氣體中酒精含量的設備，常用於酒駕檢測'？
駕訓班,請用一個詞回答，什麼被定義為'一種教育機構，專門負責教授和訓練學員駕駛技術，幫助他們獲取駕駛執照'？
違規記點,請用一個詞回答，什麼被定義為'一種對違反規定或行爲不當的個體進行懲罰的製度，通常以積累一定分數後會受到相應的處罰'？
